,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
2884,1,8,1974,1626,3207,4824,6824,50
2853,1,8,1974,1532,3052,4691,6812,50
2839,1,8,1974,1566,3131,4772,6808,50
2808,0,2,1974,1549,3068,4689,6799,50
2642,1,8,1974,1574,3138,4784,6727,50
2641,1,8,1974,1731,3387,4866,6726,50
2639,0,2,1974,1485,2991,4586,6726,50
2587,1,8,1974,1538,3048,4628,6704,50
2565,1,8,1974,1479,2996,4606,6695,50
2559,1,8,1974,1497,2994,4561,6693,50
2536,0,2,1974,1551,3067,4663,6684,50
2516,1,8,1974,1483,2998,4615,6676,50
2476,1,8,1974,1467,2962,4548,6658,50
2475,1,8,1974,1510,3028,4613,6658,50
2474,1,8,1974,1504,2996,4560,6657,50
2443,1,8,1974,1521,3040,4628,6642,50
2441,1,8,1974,1514,3012,4573,6642,50
2416,1,8,1974,1483,2990,4584,6635,50
2257,1,8,1974,1560,3066,4647,6584,50
2252,1,8,1974,1540,3022,4592,6583,50
2238,0,2,1974,1512,3010,4577,6577,50
2117,0,2,1974,1468,2947,4522,6537,50
2086,1,8,1974,1473,2961,4506,6527,50
2076,1,8,1974,1473,2943,4520,6524,50
2002,1,8,1974,1426,2883,4425,6497,50
1987,1,8,1974,1388,2796,4323,6491,50
1882,1,8,1974,1498,2973,4501,6448,50
1865,1,8,1974,1483,2970,4533,6440,50
1849,1,8,1974,1436,2892,4461,6436,50
1818,1,8,1974,1491,2937,4455,6423,50
1793,1,8,1974,1378,2798,4329,6408,50
1761,1,8,1974,1502,2974,4500,6394,50
1758,1,8,1974,1519,2988,4494,6393,50
1753,1,8,1974,1493,2943,4449,6389,50
1728,1,8,1974,1395,2843,4362,6378,50
1667,1,8,1974,1492,2960,4458,6356,50
1666,1,8,1974,1519,2924,4388,6355,50
1534,1,8,1974,1490,2928,4393,6302,50
1505,1,8,1974,1471,2915,4410,6285,50
1495,1,8,1974,1501,2962,4420,6282,50
1463,1,8,1974,1237,2649,4175,6271,50
1413,1,8,1974,1477,2920,4393,6247,50
1392,1,8,1974,1483,2915,4381,6240,50
1345,1,8,1974,1458,2886,4348,6224,50
1344,1,8,1974,1440,2857,4348,6224,50
1277,1,8,1974,1400,2799,4244,6198,50
1263,1,8,1974,1378,2735,4196,6190,50
1240,1,8,1974,1524,2957,4397,6173,50
1165,1,8,1974,1439,2852,4315,6137,50
1125,1,8,1974,1396,2790,4248,6118,50
1055,1,8,1974,1349,2637,4042,6075,50
1054,1,8,1974,1427,2817,4267,6075,50
1001,1,8,1974,1379,2766,4215,6041,50
982,1,8,1974,1452,2898,4358,6021,50
969,1,8,1974,1402,2779,4215,6013,50
791,1,8,1974,1369,2704,4117,5912,50
746,1,8,1974,1323,2642,4043,5888,50
732,1,8,1974,1371,2700,4053,5880,50
645,1,8,1974,1326,2643,4012,5792,50
641,1,8,1974,1376,2708,4087,5791,50
628,1,8,1974,1290,2591,3981,5781,50
609,1,8,1974,1328,2629,3972,5752,50
554,1,8,1974,1318,2605,3955,5696,50
535,1,8,1974,1350,2651,3993,5680,50
529,1,8,1974,1324,2647,3996,5675,50
516,1,8,1974,1308,2587,3942,5663,50
484,1,8,1974,1252,2511,3847,5625,50
440,1,8,1974,1286,2563,3890,5577,50
431,1,8,1974,1256,2509,3829,5567,50
387,1,8,1974,1342,2616,3896,5502,50
385,1,8,1974,1292,2549,3843,5495,50
363,1,8,1974,1176,2418,3722,5462,50
252,1,8,1974,1239,2458,3724,5327,50
233,1,8,1974,1226,2430,3690,5301,50
224,1,8,1974,1212,2410,3653,5291,50
189,1,8,1974,1178,2392,3655,5240,50
184,1,8,1974,1199,2376,3614,5235,50
158,1,8,1974,1192,2367,3588,5160,50
120,1,8,1974,1174,2341,3566,5091,50
62,1,8,1974,1134,2251,3410,4883,50
58,1,8,1974,1094,2187,3350,4877,50
57,1,8,1974,1135,2263,3415,4872,50
55,1,8,1974,1134,2241,3400,4865,50
18,1,8,1974,1039,2079,3166,4561,50
18370,1,9,1973,2068,5108,7931,11769,51
18218,0,3,1973,2197,4429,6777,10468,51
18081,1,9,1973,2187,4457,6924,10081,51
17952,0,3,1973,2023,4138,6537,9785,51
17933,1,9,1973,1928,3990,6393,9762,51
17900,0,3,1973,2070,4375,6703,9721,51
17843,0,3,1973,2092,4292,6644,9637,51
17829,1,9,1973,1979,3996,6351,9620,51
17754,0,3,1973,2079,4241,6636,9537,51
17751,1,9,1973,2052,4230,6571,9534,51
17651,1,9,1973,2036,4143,6443,9381,51
17648,1,9,1973,1938,3937,6208,9375,51
17642,0,3,1973,2035,4091,6333,9369,51
17542,1,9,1973,2087,4156,6407,9266,51
17448,1,9,1973,2152,4243,6434,9171,51
17429,1,9,1973,1978,3954,6151,9155,51
17403,0,3,1973,1928,3906,6083,9122,51
17319,0,3,1973,1971,3988,6193,9046,51
17311,1,9,1973,1984,3988,6139,9039,51
17306,0,3,1973,2004,4036,6277,9037,51
17300,1,9,1973,1759,3712,6107,9035,51
17267,0,3,1973,2051,4099,6261,9012,51
17198,1,9,1973,1831,3670,6051,8964,51
17166,1,9,1973,2134,4113,6243,8941,51
17139,0,3,1973,1914,3871,6034,8931,51
17014,1,9,1973,1937,3868,5992,8844,51
16986,1,9,1973,2063,4045,6134,8827,51
16792,0,3,1973,2002,4006,6080,8697,51
16742,1,9,1973,2033,3996,6066,8665,51
16710,1,9,1973,1811,3631,5734,8652,51
16669,0,3,1973,2036,3996,6065,8627,51
16646,1,9,1973,1724,3487,5721,8611,51
16609,0,3,1973,1831,3745,5809,8586,51
16586,1,9,1973,1812,3689,6024,8572,51
16402,1,9,1973,1743,3574,5700,8482,51
16380,0,3,1973,1998,3902,5908,8469,51
16331,1,9,1973,1890,3802,5823,8446,51
16324,1,9,1973,1900,3735,5784,8442,51
16225,1,9,1973,1982,3953,5917,8397,51
16209,1,9,1973,1481,2992,4872,8390,51
16140,1,9,1973,1963,3943,5909,8349,51
15971,1,9,1973,1665,3368,5377,8274,51
15897,0,3,1973,1894,3730,5699,8243,51
15802,1,9,1973,1802,3571,5518,8202,51
15791,0,3,1973,1835,3666,5670,8197,51
15777,0,3,1973,1882,3748,5674,8193,51
15725,1,9,1973,1867,3678,5612,8173,51
15722,1,9,1973,2090,4044,5929,8172,51
15675,0,3,1973,1792,3605,5536,8153,51
15669,1,9,1973,1790,3605,5536,8152,51
15660,1,9,1973,1723,3456,5413,8149,51
15647,1,9,1973,1907,3778,5706,8142,51
15614,1,9,1973,1784,3589,5519,8127,51
15581,1,9,1973,1645,3437,5408,8113,51
15578,1,9,1973,1800,3577,5497,8111,51
15527,1,9,1973,1852,3679,5595,8089,51
15493,1,9,1973,1862,3669,5631,8076,51
15349,0,3,1973,1906,3726,5616,8017,51
15330,1,9,1973,1574,3205,5270,8008,51
15249,1,9,1973,1788,3539,5444,7973,51
15194,0,3,1973,1727,3537,5503,7951,51
15151,0,3,1973,1839,3668,5540,7934,51
15145,1,9,1973,1623,3294,5256,7932,51
15055,1,9,1973,1803,3522,5327,7901,51
15051,0,3,1973,1875,3665,5567,7900,51
15038,1,9,1973,1823,3594,5490,7896,51
15022,1,9,1973,1779,3528,5443,7889,51
15012,0,3,1973,1834,3682,5539,7885,51
14995,1,9,1973,1832,3607,5510,7878,51
14926,1,9,1973,1871,3682,5516,7860,51
14909,0,3,1973,1785,3513,5395,7856,51
14887,1,9,1973,1829,3563,5409,7846,51
14870,1,9,1973,1836,3601,5438,7841,51
14784,1,9,1973,1890,3680,5516,7815,51
14679,0,3,1973,1797,3550,5422,7784,51
14640,0,3,1973,1847,3588,5443,7769,51
14634,0,3,1973,1789,3488,5280,7767,51
14559,1,9,1973,1762,3518,5385,7740,51
14452,0,3,1973,1699,3378,5209,7703,51
14445,1,9,1973,1720,3481,5330,7702,51
14416,1,9,1973,1836,3585,5419,7694,51
14349,0,3,1973,1712,3486,5302,7670,51
14315,1,9,1973,1792,3622,5427,7659,51
14308,1,9,1973,1776,3511,5341,7656,51
14307,1,9,1973,1761,3514,5380,7656,51
14243,0,3,1973,1837,3570,5369,7638,51
14081,1,9,1973,1812,3527,5300,7585,51
14013,1,9,1973,1652,3348,5201,7564,51
14002,1,9,1973,1808,3581,5353,7560,51
13961,1,9,1973,1609,3372,5234,7549,51
13958,1,9,1973,1902,3697,5431,7549,51
13904,1,9,1973,1898,3694,5428,7533,51
13899,1,9,1973,1879,3565,5312,7533,51
13883,1,9,1973,1701,3363,5191,7528,51
13810,0,3,1973,1596,3249,5265,7509,51
13758,1,9,1973,1809,3503,5283,7491,51
13750,0,3,1973,1771,3479,5279,7488,51
13666,1,9,1973,1767,3442,5278,7453,51
13622,1,9,1973,1760,3448,5230,7438,51
13619,1,9,1973,1700,3316,5131,7437,51
13590,1,9,1973,1799,3510,5261,7426,51
13582,1,9,1973,1845,3538,5320,7424,51
13571,0,3,1973,1797,3532,5250,7419,51
13568,1,9,1973,1642,3328,5152,7418,51
13473,1,9,1973,1706,3315,5077,7381,51
13455,1,9,1973,1807,3510,5238,7377,51
13393,1,9,1973,1766,3435,5120,7358,51
13384,1,9,1973,1809,3557,5301,7355,51
13379,1,9,1973,1644,3278,5046,7353,51
13312,1,9,1973,1671,3302,5071,7332,51
13301,0,3,1973,1735,3384,5098,7326,51
13225,0,3,1973,1685,3310,5044,7299,51
13099,1,9,1973,1674,3278,5001,7263,51
13096,1,9,1973,1582,3147,4916,7262,51
13086,1,9,1973,1611,3240,4984,7260,51
13082,1,9,1973,1746,3402,5112,7259,51
13050,1,9,1973,1680,3330,5084,7248,51
13003,1,9,1973,1645,3275,5024,7232,51
12976,1,9,1973,1676,3284,4985,7224,51
12972,1,9,1973,1677,3300,5046,7222,51
12966,1,9,1973,1682,3312,5094,7220,51
12957,1,9,1973,1625,3233,5014,7218,51
12785,1,9,1973,1689,3334,5033,7184,51
12754,1,9,1973,1685,3329,5030,7181,51
12753,0,3,1973,1677,3326,5034,7180,51
12673,1,9,1973,1636,3239,4942,7164,51
12588,0,3,1973,1651,3245,4949,7146,51
12559,1,9,1973,1669,3317,5008,7139,51
12458,0,3,1973,1655,3281,4989,7111,51
12266,1,9,1973,1592,3170,4892,7067,51
12139,1,9,1973,1709,3435,5008,7036,51
12121,1,9,1973,1715,3325,5008,7030,51
12098,1,9,1973,1711,3322,5003,7024,51
12072,1,9,1973,1682,3273,4924,7017,51
12068,1,9,1973,1599,3192,4838,7015,51
11977,1,9,1973,1606,3187,4889,6994,51
11906,0,3,1973,1607,3178,4839,6973,51
11865,1,9,1973,1550,3114,4687,6964,51
11795,1,9,1973,1598,3125,4762,6948,51
11737,1,9,1973,1671,3260,4907,6931,51
11675,1,9,1973,1619,3204,4871,6920,51
11547,0,3,1973,1611,3185,4813,6884,51
11530,1,9,1973,1644,3230,4871,6880,51
11509,1,9,1973,1574,3104,4728,6874,51
11429,1,9,1973,1578,3106,4747,6851,51
11361,1,9,1973,1627,3174,4786,6830,51
11335,1,9,1973,1589,3159,4776,6822,51
11318,1,9,1973,1594,3152,4764,6820,51
11314,1,9,1973,1617,3190,4768,6819,51
11273,1,9,1973,1540,3082,4721,6806,51
11198,1,9,1973,1505,3007,4676,6778,51
11193,1,9,1973,1616,3199,4807,6777,51
11171,1,9,1973,1530,3061,4707,6769,51
11005,1,9,1973,1480,2967,4541,6714,51
10997,1,9,1973,1506,2958,4536,6711,51
10969,1,9,1973,1501,2994,4620,6703,51
10869,1,9,1973,1472,2950,4513,6669,51
10866,1,9,1973,1488,2936,4535,6668,51
10783,1,9,1973,1452,2877,4433,6635,51
10664,1,9,1973,1515,3001,4567,6594,51
10613,1,9,1973,1605,3134,4676,6581,51
10569,0,3,1973,1591,3088,4633,6570,51
10558,1,9,1973,1500,2931,4496,6566,51
10500,1,9,1973,1555,3044,4586,6546,51
10375,1,9,1973,1543,3032,4570,6506,51
10343,1,9,1973,1461,2966,4532,6497,51
10316,1,9,1973,1393,2828,4387,6489,51
10236,1,9,1973,1428,2856,4375,6456,51
10024,1,9,1973,1472,2916,4444,6380,51
9935,1,9,1973,1481,2881,4349,6344,51
9897,1,9,1973,1339,2753,4256,6329,51
9747,1,9,1973,1478,2920,4424,6285,51
9727,1,9,1973,1500,2927,4413,6276,51
9700,1,9,1973,1480,2906,4404,6265,51
9648,1,9,1973,1475,2903,4395,6247,51
9614,1,9,1973,1520,2972,4440,6231,51
9556,1,9,1973,1458,2877,4358,6210,51
9521,1,9,1973,1515,2931,4390,6187,51
9504,0,3,1973,1487,2874,4316,6177,51
9495,1,9,1973,1458,2857,4303,6172,51
9492,1,9,1973,1484,2894,4359,6171,51
9382,1,9,1973,1509,2935,4387,6105,51
9379,1,9,1973,1410,2799,4255,6104,51
9338,1,9,1973,1392,2767,4219,6084,51
9335,1,9,1973,1385,2758,4215,6082,51
9329,1,9,1973,1342,2703,4165,6080,51
9328,1,9,1973,1399,2760,4192,6079,51
8960,1,9,1973,1292,2617,4064,5894,51
8929,1,9,1973,1327,2706,4135,5874,51
8813,1,9,1973,1344,2645,4039,5792,51
8715,1,9,1973,1332,2623,3966,5697,51
8621,1,9,1973,1264,2525,3906,5634,51
8619,1,9,1973,1350,2617,3958,5633,51
8378,1,9,1973,1288,2526,3814,5381,51
8339,1,9,1973,1248,2460,3735,5334,51
8305,1,9,1973,1261,2486,3722,5283,51
8264,1,9,1973,1226,2421,3663,5209,51
8251,1,9,1973,1214,2411,3658,5193,51
7937,0,3,1973,2121,4380,6848,10168,51
7918,1,9,1973,2008,4146,6544,10064,51
7869,1,9,1973,2050,4167,6758,9926,51
7806,1,9,1973,1793,3851,6394,9798,51
7641,0,3,1973,2042,4075,6342,9434,51
7600,0,3,1973,2011,4115,6317,9367,51
7454,0,3,1973,2067,4158,6324,9195,51
7382,0,3,1973,1777,3747,5940,9125,51
7346,1,9,1973,1855,3741,5813,9082,51
7309,1,9,1973,1930,3855,5916,9039,51
7307,1,9,1973,2078,4165,6327,9038,51
7212,0,3,1973,1964,3990,6154,8962,51
7109,0,3,1973,1934,3870,6004,8851,51
7023,0,3,1973,2143,4159,6176,8770,51
7005,1,9,1973,1893,3825,6004,8749,51
6967,1,9,1973,1721,3599,5721,8717,51
6951,0,3,1973,1909,3861,5966,8704,51
6830,1,9,1973,1747,3561,5600,8619,51
6825,0,3,1973,1847,3841,5931,8610,51
6785,0,3,1973,1828,3782,5790,8580,51
6762,0,3,1973,1727,3631,5781,8562,51
6625,0,3,1973,1913,3826,5824,8452,51
6490,0,3,1973,1810,3689,5627,8351,51
6459,1,9,1973,1755,3636,5638,8327,51
6428,1,9,1973,1644,3333,5264,8299,51
6337,0,3,1973,1749,3565,5514,8237,51
6332,1,9,1973,1951,3964,6049,8234,51
6265,0,3,1973,1802,3646,5560,8194,51
6168,1,9,1973,1883,3663,5594,8123,51
6127,1,9,1973,1706,3528,5524,8095,51
6093,1,9,1973,1619,3362,5281,8080,51
6079,1,9,1973,1926,3793,5724,8072,51
6039,0,3,1973,1753,3555,5496,8049,51
6032,1,9,1973,1824,3621,5503,8045,51
5972,1,9,1973,1655,3413,5354,8018,51
5964,0,3,1973,1832,3609,5505,8015,51
5927,1,9,1973,1807,3608,5450,7997,51
5822,1,9,1973,1971,3781,5578,7944,51
5682,1,9,1973,1708,3432,5274,7873,51
5527,1,9,1973,1661,3379,5288,7796,51
5517,0,3,1973,1700,3380,5215,7791,51
5495,0,3,1973,1777,3561,5389,7782,51
5382,1,9,1973,1769,3542,5350,7731,51
5365,0,3,1973,1799,3580,5444,7722,51
5352,1,9,1973,1716,3402,5200,7715,51
5349,1,9,1973,1761,3488,5285,7715,51
5268,1,9,1973,1830,3627,5446,7680,51
5232,1,9,1973,1735,3436,5232,7666,51
5203,0,3,1973,1768,3550,5391,7655,51
5157,0,3,1973,1671,3386,5234,7632,51
5116,1,9,1973,1570,3279,5139,7612,51
5083,0,3,1973,1738,3505,5310,7595,51
5031,1,9,1973,1723,3454,5291,7571,51
5030,1,9,1973,1652,3354,5197,7570,51
4967,1,9,1973,1645,3333,5128,7542,51
4943,1,9,1973,1816,3648,5432,7533,51
4840,0,3,1973,1749,3464,5256,7497,51
4822,1,9,1973,1687,3541,5224,7490,51
4808,1,9,1973,1661,3365,5148,7483,51
4801,1,9,1973,1752,3466,5257,7480,51
4795,1,9,1973,1682,3379,5156,7478,51
4727,1,9,1973,1680,3349,5136,7453,51
4713,1,9,1973,1818,3507,5271,7449,51
4603,1,9,1973,1197,2463,4175,7407,51
4565,1,9,1973,1588,3320,5111,7389,51
4537,1,9,1973,1684,3335,5075,7375,51
4519,1,9,1973,1685,3345,5113,7366,51
4413,0,3,1973,1663,3365,5149,7329,51
4306,1,9,1973,1645,3317,5051,7286,51
4248,1,9,1973,1694,3345,5083,7269,51
4237,1,9,1973,1596,3234,4964,7263,51
4220,0,3,1973,1589,3220,4949,7257,51
4029,0,3,1973,1675,3300,4997,7195,51
4001,1,9,1973,1551,3135,4884,7188,51
3932,1,9,1973,1580,3185,4885,7166,51
3823,1,9,1973,1534,3095,4791,7139,51
3757,1,9,1973,1615,3200,4859,7118,51
3755,1,9,1973,1615,3199,4860,7118,51
3699,1,9,1973,1563,3158,4871,7102,51
3649,0,3,1973,1615,3253,4936,7083,51
3610,1,9,1973,1531,3116,4839,7071,51
3576,1,9,1973,1608,3202,4878,7061,51
3537,1,9,1973,1691,3335,5044,7050,51
3524,1,9,1973,1622,3255,4928,7047,51
3512,1,9,1973,1636,3271,4936,7045,51
3509,1,9,1973,1505,3064,4775,7044,51
3427,1,9,1973,1712,3261,4825,7014,51
3417,1,9,1973,1571,3281,4869,7012,51
3402,0,3,1973,1612,3217,4900,7005,51
3380,1,9,1973,1567,3128,4753,6999,51
3333,1,9,1973,1534,3096,4769,6984,51
3206,1,9,1973,1582,3147,4793,6943,51
3190,1,9,1973,1533,3078,4723,6939,51
3170,1,9,1973,1613,3176,4784,6928,51
3148,1,9,1973,1589,3179,4825,6915,51
3125,1,9,1973,1618,3193,4815,6907,51
3084,1,9,1973,1486,3055,4699,6893,51
3027,1,9,1973,1520,3049,4703,6873,51
2925,1,9,1973,1475,2957,4557,6840,51
2922,0,3,1973,1547,3109,4748,6839,51
2777,1,9,1973,1476,3049,4722,6786,51
2730,1,9,1973,1564,3126,4735,6768,51
2702,1,9,1973,1504,3003,4645,6751,51
2656,1,9,1973,1549,3070,4640,6732,51
2629,1,9,1973,1536,3074,4678,6722,51
2535,1,9,1973,1552,3086,4669,6683,51
2500,1,9,1973,1578,3098,4695,6669,51
2434,1,9,1973,1560,3100,4688,6640,51
2414,1,9,1973,1485,2920,4435,6634,51
2398,1,9,1973,1541,3069,4655,6630,51
2209,1,9,1973,1497,3002,4564,6568,51
2202,1,9,1973,1482,2965,4528,6566,51
2152,1,9,1973,1389,2795,4400,6549,51
2064,1,9,1973,1453,2962,4513,6519,51
1888,1,9,1973,1489,2970,4513,6452,51
1887,0,3,1973,1488,2968,4496,6452,51
1866,1,9,1973,1545,3022,4549,6440,51
1741,1,9,1973,1385,2791,4331,6384,51
1710,1,9,1973,1490,2930,4431,6373,51
1698,0,3,1973,1529,3001,4491,6368,51
1580,1,9,1973,1443,2880,4391,6326,51
1518,1,9,1973,1421,2830,4331,6292,51
1359,1,9,1973,1398,2769,4192,6228,51
1300,1,9,1973,1358,2752,4270,6208,51
1272,1,9,1973,1459,2883,4347,6194,51
1262,1,9,1973,1407,2820,4278,6188,51
1256,1,9,1973,1454,2870,4345,6185,51
1233,1,9,1973,1461,2847,4290,6170,51
1229,1,9,1973,1369,2751,4227,6169,51
1228,1,9,1973,1373,2729,4201,6169,51
1184,1,9,1973,1409,2784,4233,6145,51
1153,1,9,1973,1428,2798,4238,6129,51
1113,1,9,1973,1357,2714,4169,6110,51
1094,1,9,1973,1390,2741,4174,6098,51
1093,1,9,1973,1393,2786,4262,6096,51
907,0,3,1973,1383,2730,4145,5977,51
837,1,9,1973,1362,2725,4145,5942,51
824,1,9,1973,1311,2631,4048,5930,51
673,1,9,1973,1353,2688,4060,5821,51
672,1,9,1973,1304,2613,3971,5821,51
476,1,9,1973,1322,2585,3892,5621,51
446,1,9,1973,1281,2552,3882,5585,51
358,1,9,1973,1267,2502,3802,5456,51
340,1,9,1973,1265,2496,3781,5427,51
280,1,9,1973,1221,2447,3718,5363,51
278,1,9,1973,1256,2471,3757,5362,51
182,1,9,1973,1131,2289,3534,5232,51
145,1,9,1973,1130,2317,3548,5134,51
111,1,9,1973,1201,2384,3591,5061,51
18346,0,3,1972,2448,5065,7770,11279,52
18147,1,9,1972,2328,4706,7100,10237,52
18110,0,3,1972,2134,4442,6880,10147,52
18066,1,9,1972,2279,4520,6936,10053,52
17983,1,9,1972,2024,4228,6716,9850,52
17856,0,3,1972,1875,3868,6279,9656,52
17837,1,9,1972,2164,4374,6728,9633,52
17752,1,9,1972,2014,4038,6400,9536,52
17601,1,9,1972,2088,4201,6403,9324,52
17552,0,3,1972,1961,3935,6268,9278,52
17518,0,3,1972,2023,4066,6258,9235,52
17477,0,3,1972,2062,4091,6290,9196,52
17460,1,9,1972,2069,4133,6301,9182,52
17372,1,9,1972,2098,4118,6253,9099,52
17333,0,3,1972,1955,3964,6114,9058,52
17173,1,9,1972,2010,3985,6107,8946,52
17100,0,3,1972,2045,4024,6170,8901,52
17029,1,9,1972,2055,4252,6390,8853,52
16971,1,9,1972,2138,4149,6188,8821,52
16937,0,3,1972,1966,3959,6062,8804,52
16876,1,9,1972,1855,3727,5932,8757,52
16869,1,9,1972,2012,3966,6040,8751,52
16853,0,3,1972,1784,3734,5899,8741,52
16836,1,9,1972,2059,4246,6659,8727,52
16810,0,3,1972,2032,4017,6072,8709,52
16793,1,9,1972,1883,3821,5878,8697,52
16767,0,3,1972,2036,3952,5945,8680,52
16746,0,3,1972,1925,3888,5995,8666,52
16731,1,9,1972,1634,3410,5837,8661,52
16560,1,9,1972,1937,3844,5893,8558,52
16558,0,3,1972,2088,4030,6009,8557,52
16476,1,9,1972,1838,3658,5686,8517,52
16456,0,3,1972,1943,3904,5955,8509,52
16365,1,9,1972,1590,3623,5961,8458,52
16205,0,3,1972,1852,3750,5824,8388,52
16137,0,3,1972,1916,3801,5787,8349,52
16086,1,9,1972,1774,3561,5523,8329,52
15946,1,9,1972,1741,3499,5511,8265,52
15561,0,3,1972,1784,3538,5504,8106,52
15478,1,9,1972,1937,3833,5733,8067,52
15453,1,9,1972,1727,3445,5362,8057,52
15392,1,9,1972,1789,3760,5610,8033,52
15290,1,9,1972,1849,3620,5484,7992,52
15176,1,9,1972,1745,3504,5406,7945,52
15107,1,9,1972,1838,3616,5494,7919,52
15044,1,9,1972,1810,3534,5415,7898,52
15020,1,9,1972,1772,3531,5432,7888,52
14965,1,9,1972,1766,3512,5418,7870,52
14923,1,9,1972,1819,3606,5471,7859,52
14772,1,9,1972,1840,3610,5458,7810,52
14656,1,9,1972,1810,3687,5553,7773,52
14579,1,9,1972,1785,3553,5417,7745,52
14566,0,3,1972,1740,3498,5372,7742,52
14564,0,3,1972,1675,3480,5371,7741,52
14414,1,9,1972,1751,3552,5391,7692,52
14411,1,9,1972,1743,3463,5310,7690,52
14392,1,9,1972,1848,3614,5458,7682,52
14368,1,9,1972,1820,3571,5411,7676,52
14332,1,9,1972,1750,3443,5301,7664,52
14325,1,9,1972,1668,3307,5156,7663,52
14266,0,3,1972,1850,3640,5425,7644,52
14133,0,3,1972,1732,3391,5171,7606,52
13885,1,9,1972,1756,3492,5280,7529,52
13800,1,9,1972,1839,3571,5370,7504,52
13696,1,9,1972,1722,3422,5202,7467,52
13692,0,3,1972,1705,3348,5120,7466,52
13655,0,3,1972,1640,3301,5109,7451,52
13490,1,9,1972,1659,3337,5139,7385,52
13447,1,9,1972,1733,3436,5198,7375,52
13406,0,3,1972,1709,3369,5151,7362,52
13372,1,9,1972,1713,3344,5090,7352,52
13371,1,9,1972,1846,3455,5170,7352,52
13344,0,3,1972,1628,3332,5097,7344,52
13324,1,9,1972,1761,3434,5165,7335,52
13243,1,9,1972,1719,3322,5053,7306,52
13185,1,9,1972,1634,3302,5064,7286,52
12980,1,9,1972,1656,3280,4975,7225,52
12924,1,9,1972,1798,3515,5179,7211,52
12840,1,9,1972,1561,3178,4938,7195,52
12675,1,9,1972,1638,3274,5042,7165,52
12630,1,9,1972,1605,3233,4974,7155,52
12595,1,9,1972,1692,3306,5016,7148,52
12537,0,3,1972,1568,3134,4838,7132,52
12523,1,9,1972,1716,3357,5051,7128,52
12491,0,3,1972,1616,3254,4964,7119,52
12244,0,3,1972,1626,3248,4942,7061,52
12119,1,9,1972,1545,3114,4828,7030,52
12066,1,9,1972,1586,3151,4845,7015,52
12053,1,9,1972,1686,3290,4937,7010,52
11992,1,9,1972,1672,3252,4916,6997,52
11991,1,9,1972,1563,3079,4695,6997,52
11987,1,9,1972,1554,3158,4836,6995,52
11962,1,9,1972,1612,3212,4897,6991,52
11932,1,9,1972,1840,3441,5034,6979,52
11792,1,9,1972,1636,3207,4859,6948,52
11757,1,9,1972,1624,3210,4869,6936,52
11743,0,3,1972,1669,3260,4905,6933,52
11736,1,9,1972,1588,3133,4791,6930,52
11546,1,9,1972,1569,3166,4811,6884,52
11432,1,9,1972,1574,3135,4729,6852,52
11398,1,9,1972,1551,3089,4734,6843,52
11385,1,9,1972,1593,3140,4752,6839,52
11311,1,9,1972,1528,3041,4666,6817,52
11220,1,9,1972,1553,3033,4656,6787,52
11090,1,9,1972,1623,3151,4758,6740,52
10910,1,9,1972,1598,3100,4661,6683,52
10793,1,9,1972,1566,3093,4678,6638,52
10785,1,9,1972,1483,2992,4574,6636,52
10652,1,9,1972,1465,2910,4498,6590,52
10589,1,9,1972,1567,3128,4666,6576,52
10490,1,9,1972,1601,3107,4639,6543,52
10481,1,9,1972,1537,3032,4592,6541,52
10443,1,9,1972,1486,2940,4507,6531,52
10427,1,9,1972,1532,2974,4496,6526,52
10345,1,9,1972,1560,3040,4587,6498,52
10325,1,9,1972,1543,3006,4549,6491,52
10263,1,9,1972,1539,2989,4524,6467,52
10226,1,9,1972,1567,3036,4545,6454,52
10067,1,9,1972,1501,3013,4530,6393,52
10013,1,9,1972,1494,2961,4471,6377,52
9995,1,9,1972,1477,2931,4443,6371,52
9952,0,3,1972,1443,2872,4382,6353,52
9816,0,3,1972,1527,2966,4456,6306,52
9795,1,9,1972,1402,2816,4310,6297,52
9719,1,9,1972,1496,2915,4398,6275,52
9634,1,9,1972,1412,2784,4275,6240,52
9474,1,9,1972,1440,2853,4346,6162,52
9471,1,9,1972,1389,2752,4205,6160,52
9275,1,9,1972,1375,2740,4199,6051,52
9259,1,9,1972,1427,2811,4266,6046,52
9249,1,9,1972,1389,2781,4229,6040,52
9223,1,9,1972,1346,2702,4168,6027,52
9214,1,9,1972,1385,2764,4197,6022,52
9128,1,9,1972,1363,2725,4164,5980,52
9125,1,9,1972,1343,2687,4109,5978,52
9081,1,9,1972,1467,2822,4190,5961,52
9070,1,9,1972,1415,2782,4195,5956,52
9046,1,9,1972,1391,2750,4167,5948,52
8995,1,9,1972,1404,2716,4110,5921,52
8978,1,9,1972,1300,2661,4122,5909,52
8964,1,9,1972,1341,2680,4110,5897,52
8943,1,9,1972,1344,2670,4077,5881,52
8932,0,3,1972,1344,2674,4078,5876,52
8780,1,9,1972,1354,2642,3996,5762,52
8739,1,9,1972,1313,2595,3974,5715,52
8529,1,9,1972,1274,2531,3848,5554,52
8275,1,9,1972,1256,2466,3706,5224,52
8240,1,9,1972,1190,2358,3588,5150,52
8085,0,3,1972,2310,4834,7539,11127,52
7943,0,3,1972,2184,4558,6972,10192,52
7942,1,9,1972,2185,4442,6846,10192,52
