,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
7886,1,9,1972,1841,3921,6359,9967,52
7874,0,3,1972,2183,4467,6860,9949,52
7842,1,9,1972,2079,4182,6571,9876,52
7776,1,9,1972,1935,4117,6515,9727,52
7665,0,3,1972,1927,4022,6267,9489,52
7659,1,9,1972,1827,4108,6469,9475,52
7563,0,3,1972,1858,4046,6189,9310,52
7509,0,3,1972,1945,3967,6307,9244,52
7488,1,9,1972,1773,3788,6046,9223,52
7446,0,3,1972,2137,4268,6496,9188,52
7387,1,9,1972,1978,4162,6296,9130,52
7341,0,3,1972,1892,3854,6086,9078,52
7302,0,3,1972,1967,4031,6254,9033,52
7249,1,9,1972,1846,3819,5998,8993,52
7168,1,9,1972,1959,3938,6026,8912,52
7129,0,3,1972,1955,3953,6090,8872,52
7097,1,9,1972,1780,3685,5733,8845,52
7081,1,9,1972,1653,3605,5771,8832,52
7011,0,3,1972,1908,3872,5957,8756,52
6950,0,3,1972,1998,3954,6011,8703,52
6870,0,3,1972,1864,3822,5895,8650,52
6858,0,3,1972,1904,3859,5928,8643,52
6777,0,3,1972,1960,3924,5943,8576,52
6749,0,3,1972,1786,3656,5745,8552,52
6691,1,9,1972,1812,3839,5766,8498,52
6690,0,3,1972,1812,3731,5764,8498,52
6658,1,9,1972,1954,3848,5875,8475,52
6539,1,9,1972,1803,3713,5748,8390,52
6483,1,9,1972,1647,3472,5558,8343,52
6417,1,9,1972,1892,3761,5724,8294,52
6414,0,3,1972,1874,3738,5698,8293,52
6226,1,9,1972,1905,3807,5724,8168,52
6122,1,9,1972,1777,3539,5362,8092,52
6107,0,3,1972,1849,3707,5641,8087,52
6106,0,3,1972,1849,3704,5640,8086,52
6081,0,3,1972,1782,3628,5585,8072,52
6042,1,9,1972,1717,3471,5375,8050,52
5977,0,3,1972,1921,3762,5654,8019,52
5940,1,9,1972,1835,3573,5441,8003,52
5936,0,3,1972,1856,3672,5530,8002,52
5933,1,9,1972,1923,3794,5664,7999,52
5819,0,3,1972,1696,3588,5504,7942,52
5804,1,9,1972,1782,3577,5451,7937,52
5796,1,9,1972,1803,3535,5352,7934,52
5658,1,9,1972,1757,3547,5439,7858,52
5581,1,9,1972,1812,3601,5448,7818,52
5549,0,3,1972,1771,3574,5436,7804,52
5533,0,3,1972,1658,3470,5339,7798,52
5512,1,9,1972,1681,3465,5251,7790,52
5511,1,9,1972,1685,3346,5205,7789,52
5499,1,9,1972,1778,3563,5391,7783,52
5476,1,9,1972,1788,3582,5429,7775,52
5398,0,3,1972,1705,3397,5283,7736,52
5313,1,9,1972,1698,3418,5363,7700,52
5308,1,9,1972,1821,3589,5420,7698,52
5132,0,3,1972,1623,3296,5104,7622,52
5122,0,3,1972,1724,3477,5272,7617,52
4971,0,3,1972,1715,3454,5235,7545,52
4910,1,9,1972,1653,3304,5045,7521,52
4852,1,9,1972,1554,3201,4981,7500,52
4796,0,3,1972,1669,3328,5112,7479,52
4775,0,3,1972,1663,3367,5158,7470,52
4711,1,9,1972,1751,3463,5221,7449,52
4710,0,3,1972,1667,3368,5150,7449,52
4670,1,9,1972,1856,3672,5442,7432,52
4594,1,9,1972,1753,3437,5187,7403,52
4486,1,9,1972,1642,3324,5078,7355,52
4401,0,3,1972,1733,3434,5158,7323,52
4265,1,9,1972,1532,3160,4963,7274,52
4255,1,9,1972,1616,3304,5034,7270,52
4254,1,9,1972,1654,3312,5025,7270,52
4203,1,9,1972,1721,3406,5157,7251,52
4190,1,9,1972,1647,3302,5016,7245,52
4151,1,9,1972,1552,3180,4914,7234,52
4143,1,9,1972,1695,3318,5025,7231,52
4038,1,9,1972,1705,3384,5073,7198,52
3977,0,3,1972,1656,3276,4958,7180,52
3965,0,3,1972,1609,3234,4971,7176,52
3777,1,9,1972,1667,3305,5003,7125,52
3697,1,9,1972,1627,3252,4902,7101,52
3694,1,9,1972,1611,3185,4860,7100,52
3654,1,9,1972,1692,3358,5046,7085,52
3614,0,3,1972,1622,3238,4925,7072,52
3539,0,3,1972,1620,3183,4833,7050,52
3477,0,3,1972,1542,3133,4822,7033,52
3466,1,9,1972,1567,3136,4805,7030,52
3401,1,9,1972,1591,3185,4866,7005,52
3393,1,9,1972,1620,3256,4926,7002,52
3266,1,9,1972,1595,3140,4798,6964,52
3169,1,9,1972,1470,2993,4631,6927,52
3164,1,9,1972,1612,3233,4886,6923,52
3136,1,9,1972,1591,3182,4825,6910,52
3102,1,9,1972,1621,3231,4866,6898,52
3076,1,9,1972,1547,3078,4683,6891,52
3060,1,9,1972,1589,3147,4774,6886,52
2969,1,9,1972,1471,2950,4498,6854,52
2926,1,9,1972,1552,3116,4749,6841,52
2917,1,9,1972,1442,2958,4610,6837,52
2826,0,3,1972,1509,3033,4661,6804,52
2780,0,3,1972,1533,3099,4738,6787,52
2754,1,9,1972,1602,3184,4794,6778,52
2661,1,9,1972,1561,3139,4734,6733,52
2560,1,9,1972,1536,3031,4618,6693,52
2530,1,9,1972,1451,2912,4505,6683,52
2386,1,9,1972,1515,3026,4587,6626,52
2361,1,9,1972,1530,3039,4647,6616,52
2348,1,9,1972,1446,2893,4444,6613,52
2271,1,9,1972,1542,3047,4623,6590,52
2206,1,9,1972,1547,3042,4562,6567,52
2090,1,9,1972,1463,2918,4482,6529,52
2070,1,9,1972,1462,2954,4528,6521,52
2050,1,9,1972,1498,2942,4477,6515,52
1878,1,9,1972,1400,2839,4357,6444,52
1864,1,9,1972,1457,2935,4476,6440,52
1844,1,9,1972,1438,2893,4429,6434,52
1830,0,3,1972,1556,3053,4547,6430,52
1787,1,9,1972,1466,2934,4462,6405,52
1726,1,9,1972,1499,2962,4485,6378,52
1679,1,9,1972,1480,2938,4441,6361,52
1644,1,9,1972,1415,2853,4384,6347,52
1555,1,9,1972,1461,2939,4464,6312,52
1469,1,9,1972,1471,2909,4400,6272,52
1447,1,9,1972,1409,2812,4293,6264,52
1384,1,9,1972,1458,2884,4357,6238,52
1301,1,9,1972,1403,2816,4296,6208,52
1265,1,9,1972,1345,2723,4206,6190,52
1230,0,3,1972,1437,2851,4316,6169,52
1204,1,9,1972,1434,2845,4294,6155,52
1198,1,9,1972,1379,2766,4240,6152,52
1158,1,9,1972,1415,2773,4200,6132,52
1091,0,3,1972,1436,2842,4289,6095,52
1063,1,9,1972,1443,2854,4289,6081,52
1029,1,9,1972,1431,2881,4326,6056,52
1009,1,9,1972,1434,2829,4248,6044,52
885,0,3,1972,1397,2762,4172,5970,52
820,1,9,1972,1283,2596,4050,5929,52
817,1,9,1972,1351,2696,4099,5924,52
768,1,9,1972,1416,2766,4160,5901,52
756,1,9,1972,1335,2643,4068,5892,52
707,1,9,1972,1331,2632,4024,5856,52
657,1,9,1972,1352,2653,4039,5804,52
578,1,9,1972,1284,2586,3974,5722,52
574,1,9,1972,1318,2607,3962,5718,52
543,1,9,1972,1357,2658,3986,5685,52
510,1,9,1972,1312,2583,3922,5651,52
455,1,9,1972,1317,2607,3948,5597,52
444,1,9,1972,1288,2546,3842,5578,52
422,1,9,1972,1286,2556,3869,5549,52
409,1,9,1972,1245,2492,3817,5535,52
407,1,9,1972,1286,2536,3847,5534,52
391,1,9,1972,1248,2491,3804,5506,52
260,1,9,1972,1237,2456,3727,5341,52
205,1,9,1972,1220,2430,3674,5264,52
92,1,9,1972,1169,2330,3512,4986,52
18305,0,3,1971,2303,4812,7316,10831,53
18115,0,3,1971,2102,4464,6873,10168,53
17937,1,9,1971,1984,4068,6366,9765,53
17897,0,3,1971,2210,4405,6679,9709,53
17863,1,9,1971,2177,4295,6575,9662,53
17743,0,3,1971,2149,4358,6590,9521,53
17625,1,9,1971,1770,3656,6094,9353,53
17294,1,9,1971,2109,4049,6162,9032,53
17270,1,9,1971,1926,3876,6060,9013,53
17128,1,9,1971,2092,4155,6290,8927,53
17102,1,9,1971,1636,3321,5449,8904,53
17080,1,9,1971,1966,3927,6059,8890,53
16974,1,9,1971,1847,3803,5985,8823,53
16962,0,3,1971,2005,4031,6198,8818,53
16956,1,9,1971,1806,3808,5986,8813,53
16942,0,3,1971,1901,3778,5844,8806,53
16928,0,3,1971,2037,4007,6187,8796,53
16539,0,3,1971,2015,3977,6013,8549,53
16519,1,9,1971,1983,3945,6006,8542,53
16432,0,3,1971,1842,3715,5768,8495,53
16403,1,9,1971,1953,3961,6112,8482,53
16394,0,3,1971,1939,3868,5885,8475,53
16375,0,3,1971,1906,3829,5914,8465,53
16318,1,9,1971,1849,3569,5675,8438,53
16259,0,3,1971,1994,3934,5945,8410,53
16210,0,3,1971,1825,3621,5638,8390,53
16195,1,9,1971,1873,3697,5623,8384,53
16192,1,9,1971,1779,3516,5624,8381,53
16166,1,9,1971,1893,3770,5743,8367,53
16115,0,3,1971,1961,3901,5907,8341,53
16092,0,3,1971,1952,3861,5842,8331,53
16068,0,3,1971,1976,3886,5866,8321,53
16033,1,9,1971,1864,3691,5694,8302,53
16025,1,9,1971,1715,3615,5692,8300,53
15976,1,9,1971,1872,3758,5748,8277,53
15847,1,9,1971,1740,3578,5612,8219,53
15634,1,9,1971,1704,3459,5449,8135,53
15487,1,9,1971,1976,3897,5796,8071,53
15472,0,3,1971,1914,3767,5688,8065,53
15469,1,9,1971,1716,3339,5035,8064,53
15422,1,9,1971,1803,3621,5561,8046,53
15380,0,3,1971,1861,3672,5620,8028,53
15302,1,9,1971,2009,3785,5663,7996,53
15046,1,9,1971,1769,3523,5416,7899,53
14892,1,9,1971,1841,3620,5471,7847,53
14874,1,9,1971,1801,3550,5428,7842,53
14583,1,9,1971,1793,3507,5290,7747,53
14568,1,9,1971,1692,3352,5182,7742,53
14528,0,3,1971,1863,3643,5458,7728,53
14497,0,3,1971,1673,3383,5272,7718,53
14362,1,9,1971,1675,3310,5178,7674,53
14256,1,9,1971,1753,3441,5247,7641,53
14252,0,3,1971,1848,3618,5433,7640,53
14157,1,9,1971,1746,3472,5275,7612,53
14051,0,3,1971,1782,3537,5342,7577,53
14001,1,9,1971,1671,3292,5054,7560,53
13988,0,3,1971,1689,3372,5190,7557,53
13957,1,9,1971,1610,3300,5109,7549,53
13915,1,9,1971,1787,3523,5286,7535,53
13651,1,9,1971,1770,3489,5241,7449,53
13586,1,9,1971,1766,3495,5277,7425,53
13470,0,3,1971,1597,3229,5056,7380,53
13394,1,9,1971,1733,3438,5184,7358,53
13316,1,9,1971,1625,3302,5097,7332,53
13246,1,9,1971,1677,3306,5054,7307,53
13220,1,9,1971,1723,3376,5095,7297,53
13172,1,9,1971,1649,3272,5007,7283,53
13145,0,3,1971,1710,3375,5107,7274,53
12969,1,9,1971,1730,3357,5063,7221,53
12931,1,9,1971,1656,3312,5029,7212,53
12822,1,9,1971,1524,3126,4874,7191,53
12798,1,9,1971,1613,3221,4982,7187,53
12626,1,9,1971,1707,3348,5048,7154,53
12608,0,3,1971,1723,3377,5071,7151,53
12577,1,9,1971,1713,3348,5048,7144,53
12531,1,9,1971,1680,3321,5011,7130,53
12336,1,9,1971,1463,3007,4884,7084,53
12192,1,9,1971,1591,3201,4911,7048,53
12105,1,9,1971,1506,2974,4665,7025,53
12092,1,9,1971,1712,3322,5005,7023,53
12049,1,9,1971,1649,3246,4945,7009,53
11943,1,9,1971,1635,3206,4841,6984,53
11721,0,3,1971,1607,3193,4843,6926,53
11620,1,9,1971,1678,3271,4919,6907,53
11500,1,9,1971,1574,3103,4726,6872,53
11250,1,9,1971,1558,3074,4722,6800,53
11232,1,9,1971,1524,2986,4557,6793,53
11130,1,9,1971,1581,3135,4730,6755,53
11111,1,9,1971,1594,3126,4727,6747,53
11037,1,9,1971,1584,3139,4740,6724,53
10949,1,9,1971,1497,3006,4630,6698,53
10938,1,9,1971,1275,2514,3944,6695,53
10424,1,9,1971,1511,3017,4595,6525,53
10195,1,9,1971,1454,2897,4454,6443,53
9997,1,9,1971,1552,3005,4500,6372,53
9946,1,9,1971,1410,2823,4320,6349,53
9885,0,3,1971,1457,2896,4417,6325,53
9681,1,9,1971,1577,3016,4456,6256,53
9526,1,9,1971,1413,2773,4230,6195,53
9512,1,9,1971,1435,2832,4296,6183,53
9451,1,9,1971,1418,2804,4240,6151,53
9324,1,9,1971,1409,2801,4240,6078,53
9297,1,9,1971,1342,2658,4108,6061,53
9283,1,9,1971,1416,2784,4211,6054,53
9198,1,9,1971,1378,2708,4121,6012,53
9117,1,9,1971,1343,2641,4092,5975,53
8998,1,9,1971,1401,2744,4166,5924,53
8877,1,9,1971,1363,2694,4082,5839,53
8721,1,9,1971,1343,2625,3974,5701,53
8634,1,9,1971,1393,2691,4012,5645,53
8617,1,9,1971,1263,2556,3936,5630,53
8528,1,9,1971,1248,2499,3831,5554,53
8495,1,9,1971,1277,2531,3873,5514,53
8474,1,9,1971,1272,2503,3803,5487,53
8070,0,3,1971,2179,4582,7209,10851,53
8019,0,3,1971,2072,4322,6881,10524,53
8017,0,3,1971,2233,4718,7201,10494,53
8012,1,9,1971,2069,4305,6713,10468,53
8005,0,3,1971,2049,4243,6873,10436,53
7983,0,3,1971,2185,4583,7040,10358,53
7850,0,3,1971,2042,4275,6690,9889,53
7724,0,3,1971,2086,4207,6518,9597,53
7550,1,9,1971,1852,4044,6185,9305,53
7441,0,3,1971,1958,4091,6297,9185,53
7310,1,9,1971,1978,3908,5945,9043,53
7300,1,9,1971,1969,4029,6253,9032,53
7091,0,3,1971,1917,3911,6089,8840,53
7090,0,3,1971,1915,3912,6089,8840,53
7051,0,3,1971,1916,3951,6093,8800,53
6840,1,9,1971,1908,3828,5885,8631,53
6731,0,3,1971,1966,3877,6031,8531,53
6693,1,9,1971,1778,3559,5538,8500,53
6630,1,9,1971,1826,3675,5684,8454,53
6606,1,9,1971,1895,3827,5817,8443,53
6455,1,9,1971,1925,3873,5814,8326,53
6390,0,3,1971,1855,3724,5715,8272,53
6355,1,9,1971,1892,3778,5762,8250,53
6287,1,9,1971,1978,3906,5931,8210,53
6237,1,9,1971,1692,3469,5395,8173,53
6064,0,3,1971,1913,3795,5734,8064,53
6004,1,9,1971,1638,3410,5297,8033,53
5992,0,3,1971,1881,3835,5727,8027,53
5973,1,9,1971,1793,3577,5448,8018,53
5880,1,9,1971,1768,3561,5424,7972,53
5828,1,9,1971,1837,3628,5501,7948,53
5712,0,3,1971,1805,3596,5458,7890,53
5692,1,9,1971,1691,3344,5254,7879,53
5625,1,9,1971,1926,3712,5556,7839,53
5590,0,3,1971,1761,3544,5437,7823,53
5563,1,9,1971,1477,2992,4835,7810,53
5541,1,9,1971,1755,3508,5338,7802,53
5536,0,3,1971,1653,3414,5323,7799,53
5483,1,9,1971,1744,3507,5338,7778,53
5348,0,3,1971,1774,3528,5337,7714,53
5206,1,9,1971,1768,3575,5390,7657,53
5193,0,3,1971,1743,3495,5331,7651,53
5155,0,3,1971,1663,3372,5189,7631,53
5046,0,3,1971,1799,3517,5268,7580,53
4974,0,3,1971,1628,3341,5146,7546,53
4919,1,9,1971,1648,3340,5120,7522,53
4815,0,3,1971,1779,3521,5300,7487,53
4746,0,3,1971,1677,3377,5145,7461,53
4734,1,9,1971,1553,3344,5006,7456,53
4507,1,9,1971,1828,3512,5253,7362,53
4398,1,9,1971,1696,3345,5078,7322,53
4391,0,3,1971,1689,3347,5077,7320,53
4332,1,9,1971,1589,3209,4953,7297,53
4317,1,9,1971,1643,3321,5048,7291,53
4234,1,9,1971,1760,3504,5166,7263,53
4213,1,9,1971,1765,3448,5140,7255,53
4206,1,9,1971,1693,3330,5010,7253,53
4179,1,9,1971,1680,3355,5105,7241,53
4174,1,9,1971,1694,3356,5042,7240,53
4139,1,9,1971,1747,3377,5097,7230,53
4024,0,3,1971,1644,3321,5021,7194,53
3998,1,9,1971,1560,3184,4933,7187,53
3912,1,9,1971,1619,3238,4929,7162,53
3903,1,9,1971,1472,3131,4851,7160,53
3834,1,9,1971,1639,3301,4988,7142,53
3785,1,9,1971,1623,3217,4878,7128,53
3763,1,9,1971,1534,3099,4785,7120,53
3641,1,9,1971,1683,3328,5039,7081,53
3621,1,9,1971,1634,3243,4958,7074,53
3571,0,3,1971,1624,3230,4877,7059,53
3566,1,9,1971,1657,3282,4953,7057,53
3521,1,9,1971,1615,3213,4880,7047,53
3478,1,9,1971,1571,3133,4798,7034,53
3414,1,9,1971,1708,3258,4823,7011,53
3344,1,9,1971,1610,3205,4865,6989,53
3262,0,3,1971,1510,3057,4737,6962,53
3254,1,9,1971,1591,3170,4829,6960,53
3226,1,9,1971,1596,3190,4856,6948,53
3202,1,9,1971,1610,3225,4876,6942,53
3111,1,9,1971,1608,3200,4840,6902,53
3101,1,9,1971,1529,3075,4691,6897,53
3039,1,9,1971,1523,3069,4731,6877,53
3037,1,9,1971,1323,2721,4496,6876,53
2773,1,9,1971,1466,2961,4592,6785,53
2609,0,3,1971,1503,3015,4607,6712,53
2571,1,9,1971,1528,3047,4630,6697,53
2568,0,3,1971,1529,3048,4629,6696,53
2564,1,9,1971,1596,3158,4738,6694,53
2237,1,9,1971,1494,2989,4551,6577,53
2184,0,3,1971,1477,2955,4524,6560,53
2089,1,9,1971,1519,3005,4554,6529,53
2072,1,9,1971,1388,2778,4325,6522,53
2008,1,9,1971,1449,2911,4457,6500,53
1858,1,9,1971,1469,2907,4454,6438,53
1743,1,9,1971,1458,2921,4456,6384,53
1613,0,3,1971,1453,2866,4362,6336,53
1610,1,9,1971,1480,2915,4416,6335,53
1519,1,9,1971,1442,2867,4382,6292,53
1459,0,3,1971,1436,2847,4341,6267,53
1226,1,9,1971,1465,2886,4341,6168,53
1140,1,9,1971,1307,2647,4124,6123,53
1034,1,9,1971,1432,2812,4228,6062,53
955,1,9,1971,1364,2736,4163,6003,53
915,1,9,1971,1406,2794,4224,5984,53
786,1,9,1971,1337,2654,4056,5909,53
639,1,9,1971,1301,2630,4022,5790,53
530,1,9,1971,1292,2591,3924,5676,53
507,1,9,1971,1282,2564,3930,5648,53
506,1,9,1971,1294,2556,3923,5647,53
486,1,9,1971,1299,2576,3920,5627,53
339,1,9,1971,1221,2448,3738,5424,53
314,1,9,1971,1249,2489,3774,5399,53
287,1,9,1971,1245,2483,3765,5368,53
18322,1,9,1970,2332,4719,7318,10965,54
18308,1,9,1970,2295,4692,7370,10850,54
18227,1,9,1970,2061,4154,6787,10506,54
18223,1,9,1970,2197,4434,6778,10486,54
18086,0,3,1970,2188,4460,6927,10085,54
18050,1,9,1970,2237,4573,6968,10012,54
18017,1,9,1970,2279,4549,6880,9916,54
17944,0,3,1970,2065,4209,6563,9772,54
17929,1,9,1970,2122,4434,6720,9758,54
17911,1,9,1970,2172,4352,6686,9733,54
17905,0,3,1970,1907,4000,6545,9727,54
17757,1,9,1970,2021,4137,6479,9539,54
17517,1,9,1970,2020,4064,6254,9235,54
17476,1,9,1970,2060,4089,6289,9196,54
17331,0,3,1970,2052,4145,6351,9055,54
17295,0,3,1970,2110,4051,6164,9032,54
17288,1,9,1970,1894,3767,5884,9027,54
17279,0,3,1970,1895,3868,6148,9021,54
17237,1,9,1970,1921,3859,5958,8992,54
17141,1,9,1970,2013,3984,6113,8932,54
17020,0,3,1970,1885,3870,6048,8848,54
17017,1,9,1970,1806,3673,5854,8847,54
16805,1,9,1970,1801,3639,5902,8706,54
16424,0,3,1970,2039,3954,5895,8494,54
16390,1,9,1970,1889,3766,5767,8473,54
16385,0,3,1970,1910,3809,5843,8471,54
16003,0,3,1970,1872,3756,5779,8288,54
15979,0,3,1970,1886,3732,5668,8278,54
15955,1,9,1970,1941,3883,5827,8269,54
15941,0,3,1970,1958,3833,5799,8263,54
15852,1,9,1970,1845,3697,5674,8220,54
15609,1,9,1970,1788,3569,5540,8124,54
15606,0,3,1970,1786,3738,5652,8123,54
15462,0,3,1970,1831,3667,5637,8061,54
15368,1,9,1970,1856,3664,5560,8023,54
15258,0,3,1970,1846,3664,5584,7978,54
15255,1,9,1970,1871,3669,5557,7975,54
15140,1,9,1970,1836,3664,5536,7931,54
15090,1,9,1970,1825,3577,5458,7910,54
14952,1,9,1970,1693,3417,5330,7867,54
14951,1,9,1970,1747,3509,5391,7867,54
14897,1,9,1970,1770,3572,5490,7849,54
14830,1,9,1970,1806,3536,5387,7828,54
14713,1,9,1970,2015,3794,5581,7794,54
14644,1,9,1970,1726,3443,5275,7770,54
14550,0,3,1970,1810,3591,5431,7735,54
14492,1,9,1970,1656,3326,5201,7717,54
14422,1,9,1970,1618,3398,5300,7696,54
14394,1,9,1970,1875,3656,5488,7683,54
14155,1,9,1970,1787,3497,5282,7611,54
14134,1,9,1970,1712,3413,5253,7606,54
14069,1,9,1970,1706,3384,5175,7581,54
14035,0,3,1970,1735,3430,5253,7571,54
13911,1,9,1970,1768,3503,5316,7534,54
13845,1,9,1970,1731,3461,5296,7517,54
13771,1,9,1970,1806,3500,5275,7496,54
13741,1,9,1970,1610,3253,5089,7484,54
13708,1,9,1970,1696,3365,5244,7475,54
13415,1,9,1970,1682,3318,5073,7366,54
13287,1,9,1970,1749,3460,5230,7323,54
13283,1,9,1970,1804,3499,5268,7321,54
12988,1,9,1970,1713,3369,5093,7228,54
12984,1,9,1970,1571,3246,5003,7226,54
12726,1,9,1970,1590,3172,4903,7174,54
12374,1,9,1970,1615,3157,4845,7092,54
12295,1,9,1970,1714,3311,4977,7074,54
11579,1,9,1970,1510,3012,4678,6893,54
11246,1,9,1970,1524,3064,4701,6798,54
11238,1,9,1970,1465,2899,4439,6796,54
11043,1,9,1970,1588,3123,4710,6727,54
10936,0,3,1970,1562,3097,4691,6693,54
10820,1,9,1970,1594,3135,4709,6649,54
10767,1,9,1970,1530,3029,4638,6631,54
10691,1,9,1970,1457,2917,4506,6604,54
10539,0,3,1970,1438,2913,4512,6557,54
10484,1,9,1970,1517,2998,4541,6543,54
10292,1,9,1970,1530,3026,4584,6479,54
10235,1,9,1970,1427,2909,4527,6456,54
10159,1,9,1970,1539,3003,4520,6430,54
10082,1,9,1970,1473,2925,4450,6396,54
9985,1,9,1970,1410,2799,4378,6368,54
9860,1,9,1970,1421,2843,4355,6317,54
9744,1,9,1970,1446,2868,4376,6284,54
9488,1,9,1970,1473,2912,4377,6169,54
9418,1,9,1970,1418,2810,4275,6130,54
9393,1,9,1970,1490,2885,4337,6114,54
9385,1,9,1970,1417,2764,4223,6107,54
9252,1,9,1970,1388,2760,4179,6041,54
9007,1,9,1970,1382,2745,4158,5928,54
8919,1,9,1970,1398,2739,4140,5872,54
8764,1,9,1970,1348,2639,3996,5743,54
8365,1,9,1970,1259,2474,3768,5369,54
8341,1,9,1970,1247,2459,3727,5334,54
8330,1,9,1970,1174,2339,3628,5325,54
8140,1,9,1970,1105,2185,3295,4695,54
8026,1,9,1970,2239,4717,7256,10554,54
8007,0,3,1970,2171,4457,6983,10446,54
7860,1,9,1970,1935,4090,6450,9904,54
7814,1,9,1970,1994,4309,6661,9803,54
7786,1,9,1970,2135,4256,6583,9744,54
7772,1,9,1970,2058,4269,6512,9722,54
7753,0,3,1970,1933,4068,6441,9651,54
7585,0,3,1970,2011,4088,6387,9347,54
7557,0,3,1970,2078,4196,6369,9307,54
7517,1,9,1970,1980,4003,6127,9250,54
7511,1,9,1970,1946,3967,6308,9245,54
7494,0,3,1970,1981,4031,6254,9226,54
7486,1,9,1970,2082,4118,6254,9222,54
7439,1,9,1970,1966,4055,6266,9182,54
7371,1,9,1970,2051,4176,6565,9117,54
7119,0,3,1970,1934,3968,6104,8858,54
7100,1,9,1970,1905,3863,5974,8849,54
7006,0,3,1970,1891,3888,5973,8753,54
6884,0,3,1970,2003,3968,5945,8658,54
6868,1,9,1970,1970,4009,6034,8649,54
6836,1,9,1970,1646,3293,5291,8626,54
6766,1,9,1970,1795,3686,5701,8566,54
6725,1,9,1970,1910,3794,5763,8526,54
6585,1,9,1970,1944,3914,5936,8427,54
6489,1,9,1970,1710,3515,5521,8350,54
6378,1,9,1970,1950,3874,5856,8267,54
6309,1,9,1970,1365,2811,4439,8223,54
6220,0,3,1970,1721,3511,5497,8165,54
6192,0,3,1970,1835,3668,5581,8137,54
6119,1,9,1970,1824,3717,5660,8090,54
6000,0,3,1970,1802,3621,5508,8031,54
5960,1,9,1970,1800,3573,5442,8014,54
5932,0,3,1970,1688,3563,5522,7999,54
5793,1,9,1970,1775,3503,5418,7933,54
5784,1,9,1970,1872,3707,5570,7927,54
5767,1,9,1970,1783,3605,5539,7919,54
5722,1,9,1970,1808,3630,5526,7893,54
5580,1,9,1970,1770,3544,5375,7818,54
5337,1,9,1970,1961,3717,5449,7710,54
5327,0,3,1970,1743,3476,5292,7703,54
5221,0,3,1970,1745,3535,5397,7662,54
5163,1,9,1970,1661,3412,5228,7634,54
4978,1,9,1970,1676,3395,5183,7548,54
4962,1,9,1970,1561,3260,5083,7540,54
4931,1,9,1970,1759,3463,5245,7528,54
4882,0,3,1970,1772,3496,5272,7514,54
4847,1,9,1970,1724,3380,5125,7499,54
4789,1,9,1970,1663,3351,5158,7477,54
4722,1,9,1970,1723,3435,5169,7451,54
4665,1,9,1970,1756,3526,5269,7432,54
4628,1,9,1970,1599,3297,5084,7414,54
4625,1,9,1970,1655,3361,5132,7413,54
4610,1,9,1970,1733,3467,5302,7410,54
4580,1,9,1970,1796,3502,5215,7396,54
4355,1,9,1970,1339,2656,4930,7306,54
4350,1,9,1970,1598,3205,4961,7305,54
4309,1,9,1970,1709,3404,5148,7288,54
4241,1,9,1970,1642,3313,5049,7266,54
4155,1,9,1970,1681,3302,5002,7235,54
4006,1,9,1970,1688,3332,5056,7189,54
3984,0,3,1970,1685,3343,5018,7181,54
3951,1,9,1970,1631,3225,4924,7172,54
3896,0,3,1970,1629,3236,4921,7158,54
3750,1,9,1970,1560,3207,4925,7116,54
3516,1,9,1970,1609,3221,4953,7046,54
3412,1,9,1970,1782,3334,4950,7008,54
3375,1,9,1970,1644,3233,4901,6997,54
3323,1,9,1970,1570,3187,4885,6981,54
3312,1,9,1970,1580,3148,4825,6979,54
3181,1,9,1970,1602,3187,4807,6934,54
3116,1,9,1970,1569,3159,4795,6903,54
3103,1,9,1970,1535,3090,4748,6899,54
3055,1,9,1970,1600,3180,4827,6883,54
2889,1,9,1970,1529,3028,4625,6827,54
2809,1,9,1970,1603,3122,4732,6800,54
2741,1,9,1970,1586,3113,4715,6774,54
2714,1,9,1970,1605,3167,4760,6758,54
2567,1,9,1970,1520,3039,4635,6696,54
2183,1,9,1970,1488,2964,4492,6559,54
2180,1,9,1970,1520,3033,4592,6559,54
2138,0,3,1970,1428,2931,4539,6546,54
1604,0,3,1970,1511,2974,4452,6333,54
1489,1,9,1970,1463,2873,4331,6280,54
1485,1,9,1970,1420,2832,4311,6278,54
1449,1,9,1970,1465,2901,4350,6264,54
1333,1,9,1970,1372,2755,4250,6221,54
1329,1,9,1970,1403,2806,4265,6220,54
1271,1,9,1970,1388,2898,4323,6193,54
1236,1,9,1970,1655,2979,4355,6172,54
1202,1,9,1970,1451,2891,4353,6155,54
1069,1,9,1970,1422,2815,4254,6083,54
1003,1,9,1970,1432,2821,4265,6042,54
891,1,9,1970,1373,2719,4157,5972,54
864,1,9,1970,1383,2780,4204,5960,54
563,1,9,1970,1303,2587,3954,5708,54
347,1,9,1970,1264,2507,3809,5439,54
346,1,9,1970,1229,2449,3735,5438,54
336,1,9,1970,1304,2547,3824,5423,54
297,1,9,1970,1260,2486,3759,5380,54
261,1,9,1970,1230,2452,3713,5342,54
100,1,9,1970,1180,2329,3530,5025,54
30,1,9,1970,1071,2142,3260,4698,54
18046,0,3,1969,1945,4110,6575,9993,55
18031,1,9,1969,2157,4233,6535,9948,55
17964,0,3,1969,2101,4189,6488,9820,55
17868,0,3,1969,2132,4320,6662,9666,55
